Sales+Ops Demand Supply — Append1 (auto-computed),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Item Group,Item Code,Product Class,Original Forecast,Ops+Sales-Reviewed Forecast Committed,Ops Adjustment (vs Forecast),Actual Sales Demand,"Additional Demand (Punched, Not Committed)",Forecast Accuracy %,Opening Inventory,Actual Production,Stock Adjustment (Added),Stock Adjustment (Deducted),Total Available Inventory,Type (MTS/MTO),Actual Dispatch,Dispatch %,Closing Inventory,Green Level,Free Inventory (Above Green Level),Uncovered Shortfall,Dispatch Gap (Shippable from Stock),Shortfall on Additional Demand (Excluded from Ops),Demand Reduction Adjustment (Sales Pullback),Production-Driven Shortfall,Production Surplus,Excess Opening Stock (Above Demand+Safety),Excess Dispatched,Sales Insight Tag,Sales Narrative,Operations Insight Tag,Operations Narrative,Ops Capacity Gap Narrative,Surplus Production (₹),Excess Opening Stock Value (₹),Build Required,Production Counted,Production-Driven Shortfall (₹),Dispatch Gap (Shippable from Stock) (₹),Shortfall on Additional Demand (₹),Demand Reduction Adjustment (₹),Excess Dispatch Value (₹),Excess Dispatched from Op Stock,Excess Dispatch from Surplus Production,Excess Dispatch from Op Stock Value (₹),Excess Dispatch from Surplus Production Value (₹)
SSWD-12mm Jumbo,WP M01 B01 J11 PM,Regular,200.0,200.0,,200.0,,100%,322.0,,,300.0,22.0,MTO,,0.0%,22.0,,22.0,200.0,22.0,,,178.0,,122.0,,Short Delivery | Forecast Bullseye,Dispatch 0% of committed (0 vs 200). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: recover shortfall of 200 units.,Production Shortfall,Produced 0 units against committed 200 units. Shortfall of 178 units — expedite production or procure.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,2326.43,,,5984.36,739.64,,,,,,,
SSWD-12mm Jumbo,WP M01 B01 J11 WH,Regular,,,,,,,,1601.0,2300.0,2000.0,1901.0,MTO,2000.0,,-99.0,,,,,,,,1601.0,,2000.0,Forecast Bullseye,"Dispatch 2,000 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: review over-commit of 2,000 units.",Over-Production,"Produced 1,601 units against committed 0 units. Red flag — produced 1,601 units more than ordered. Investigate planning breakdown.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,,,,,,,67240.0,,2000.0,,67240.0
SSWD-12mm,WP M01 B01 J110A (OEM),Regular,100.0,100.0,,100.0,,100%,334.0,,,303.0,31.0,MTO,,0.0%,31.0,,31.0,100.0,31.0,,,69.0,,234.0,,Short Delivery | Forecast Bullseye,Dispatch 0% of committed (0 vs 100). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: recover shortfall of 100 units.,Production Shortfall,Produced 0 units against committed 100 units. Shortfall of 69 units — expedite production or procure.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,2235.12,,,1017.75,457.25,,,,,,,
SSWD-12mm,WP M01 B01 J110A WH,Regular,,,,,,,,,3503.0,3200.0,303.0,MTO,3200.0,,-2897.0,,,,,,,,,,3200.0,Forecast Bullseye,"Dispatch 3,200 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: review over-commit of 3,200 units.",Healthy Stock,Produced 0 units against committed 0 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,,,,,,,47200.0,,3200.0,,47200.0
SSWD-12mm Jumbo,WP M01 B01 J12 WH,Regular,600.0,600.0,,600.0,,100%,,1025.0,1000.0,1000.0,1025.0,MTO,1000.0,166.7%,25.0,,25.0,,,,,,425.0,,400.0,Over-Delivered | Forecast Bullseye,"Dispatch 167% of committed (1,000 vs 600). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: review over-commit of 400 units.",Over-Production,"Produced 1,025 units against committed 600 units. Red flag — produced 425 units more than ordered. Investigate planning breakdown.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,600.0,600.0,,,,,13448.0,,400.0,,13448.0
SSWD-12mm Jumbo,WP M01 B01 J13 OEM,Regular,,,,,,,41.0,,,25.0,16.0,MTO,,,16.0,,16.0,,,,,,,41.0,,Forecast Bullseye,Dispatch 0 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Unsold MTO Stock,Produced 0 units against committed 0 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,878.63,,,,,,,,,,,
SSWD-12mm Jumbo,WP M01 B01 J13 WH,Regular,1000.0,1000.0,,1000.0,,100%,,,325.0,300.0,25.0,MTO,300.0,30.0%,-275.0,,,700.0,,,,700.0,,,,Short Delivery | Forecast Bullseye,"Dispatch 30% of committed (300 vs 1,000). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: recover shortfall of 700 units.",Production Shortfall,"Produced 0 units against committed 1,000 units. Shortfall of 975 units — expedite production or procure.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,1000.0,,23534.0,,,,,,,,
SS304-2,WP M01 B01 J135A AIC,Regular,,,,,,,250.0,,,,250.0,MTO,,,250.0,,250.0,,,,,,,250.0,,Forecast Bullseye,Dispatch 0 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Unsold MTO Stock,Produced 0 units against committed 0 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,250.0,,,,,,,,,,,
SSWD-12mm,WP M01 B01 J137S OEM,Regular,,,,,,,12098.0,,,,12098.0,MTO,2000.0,,10098.0,,10098.0,,,,,,,12098.0,2000.0,Forecast Bullseye,"Dispatch 2,000 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: review over-commit of 2,000 units.",Unsold MTO Stock,Produced 0 units against committed 0 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,242201.96,,,,,,,29500.0,2000.0,,29500.0,
SSWD-12mm,WP M01 B01 J137S WH,Regular,59000.0,59000.0,,59000.0,,100%,,69600.0,86400.0,86400.0,69600.0,MTS,88000.0,149.2%,-18400.0,64800.0,,,,,,,,,29000.0,Over-Delivered | Forecast Bullseye,"Dispatch 149% of committed (88,000 vs 59,000). MTS item — buffer stock + green level matters. Forecast hit dead-on (0% variance) — strong demand sensing. Action: review over-commit of 29,000 units.",Stock-Out Risk,"Produced 69,600 units against committed 59,000 units. Closing -18,400 units. Green level 64,800 (-0.3x cover) — ⚠ Safety breach — replenish urgently.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,123800.0,69600.0,,,,,427750.0,,29000.0,,427750.0
SSWD-12mm,WP M01 B01 J14 (70-356) OEM,Regular,50000.0,50000.0,,50000.0,,100%,508.0,55000.0,,,55508.0,MTS,40000.0,80.0%,15508.0,23500.0,,10000.0,10000.0,,,,,,,Short Delivery | Forecast Bullseye,"Dispatch 80% of committed (40,000 vs 50,000). MTS item — buffer stock + green level matters. Forecast hit dead-on (0% variance) — strong demand sensing. Action: recover shortfall of 10,000 units.",Below Safety,"Produced 55,000 units against committed 50,000 units. Closing 15,508 units. Green level 23,500 (0.7x cover) — ⚠ Safety breach — replenish urgently.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,72992.0,55000.0,,147500.0,,,,,,,
SSWD-12mm,WP M01 B01 J14 WH,Regular,,,,,,,,,450.0,450.0,,MTO,450.0,,-450.0,,,,,,,,,,450.0,Forecast Bullseye,Dispatch 450 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: review over-commit of 450 units.,Healthy Stock,Produced 0 units against committed 0 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,,,,,,,6637.5,,450.0,,6637.5
SSWD-12mm,WP M01 B01 J140A OEM,Regular,,,,,,,2226.0,20.0,,,2246.0,MTO,,,2246.0,,2246.0,,,,,,20.0,2226.0,,Forecast Bullseye,Dispatch 0 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Over-Production,Produced 20 units against committed 0 units. Red flag — produced 20 units more than ordered. Investigate planning breakdown.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,234.29,26076.05,,,,,,,,,,,
SSWD-12mm,WP M01 B01 J140A WH,Regular,3200.0,3200.0,,3200.0,,100%,,9655.0,8000.0,8000.0,9655.0,MTO,9600.0,300.0%,55.0,,55.0,,,,,,6455.0,,6400.0,Over-Delivered | Forecast Bullseye,"Dispatch 300% of committed (9,600 vs 3,200). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: review over-commit of 6,400 units.",Over-Production,"Produced 9,655 units against committed 3,200 units. Red flag — produced 6,455 units more than ordered. Investigate planning breakdown.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,3200.0,3200.0,,,,,94400.0,,6400.0,,94400.0
SSWD-12mm Jumbo,WP M01 B01 J15 WH,Regular,300.0,300.0,,300.0,,100%,,400.0,450.0,450.0,400.0,MTO,450.0,150.0%,-50.0,,,,,,,,100.0,,150.0,Over-Delivered | Forecast Bullseye,Dispatch 150% of committed (450 vs 300). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: review over-commit of 150 units.,Over-Production,Produced 400 units against committed 300 units. Red flag — produced 100 units more than ordered. Investigate planning breakdown.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,300.0,300.0,,,,,5043.0,,150.0,,5043.0
SS304-2,WP M01 B01 J150A OEM,Regular,,,,,,,1149.0,,,,1149.0,MTO,,,1149.0,,1149.0,,,,,,,1149.0,,Forecast Bullseye,Dispatch 0 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Unsold MTO Stock,Produced 0 units against committed 0 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,13718.77,,,,,,,,,,,
SS304-2,WP M01 B01 J150A RCM,Regular,,,,,,,450.0,,,,450.0,MTO,,,450.0,,450.0,,,,,,,450.0,,Forecast Bullseye,Dispatch 0 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Unsold MTO Stock,Produced 0 units against committed 0 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,450.0,,,,,,,,,,,
SSWD-12mm,WP M01 B01 J150A WH,Regular,,,,,,,,,400.0,400.0,,MTO,400.0,,-400.0,,,,,,,,,,400.0,Forecast Bullseye,Dispatch 400 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: review over-commit of 400 units.,Healthy Stock,Produced 0 units against committed 0 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,,,,,,,5900.0,,400.0,,5900.0
SSWD-12mm Jumbo,WP M01 B01 J16 WH,Regular,,,,,,,,75.0,100.0,100.0,75.0,MTO,100.0,,-25.0,,,,,,,,75.0,,100.0,Forecast Bullseye,Dispatch 100 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: review over-commit of 100 units.,Over-Production,Produced 75 units against committed 0 units. Red flag — produced 75 units more than ordered. Investigate planning breakdown.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,,,,,,,3362.0,,100.0,,3362.0
SSWD-12mm Jumbo,WP M01 B01 J18 WH,Regular,200.0,200.0,,200.0,,100%,,230.0,300.0,300.0,230.0,MTO,300.0,150.0%,-70.0,,,,,,,,30.0,,100.0,Over-Delivered | Forecast Bullseye,Dispatch 150% of committed (300 vs 200). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: review over-commit of 100 units.,Over-Production,Produced 230 units against committed 200 units. Red flag — produced 30 units more than ordered. Investigate planning breakdown.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,200.0,200.0,,,,,3362.0,,100.0,,3362.0
SS304-1,WP M01 B01 J1A (OEM),Regular,1800.0,1800.0,,1800.0,,100%,43009.0,,,,43009.0,MTO,,0.0%,43009.0,,43009.0,1800.0,1800.0,,,,,41209.0,,Short Delivery | Forecast Bullseye,"Dispatch 0% of committed (0 vs 1,800). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: recover shortfall of 1,800 units.",Healthy Stock,"Produced 0 units against committed 1,800 units.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,216454.39,,,,,,,,,,,
SSWD-12mm,WP M01 B01 J1A WH,Regular,86000.0,86000.0,,86000.0,,100%,,128676.0,134000.0,134000.0,128676.0,MTS,134000.0,155.8%,-5324.0,82000.0,,,,,,,,,48000.0,Over-Delivered | Forecast Bullseye,"Dispatch 156% of committed (134,000 vs 86,000). MTS item — buffer stock + green level matters. Forecast hit dead-on (0% variance) — strong demand sensing. Action: review over-commit of 48,000 units.",Stock-Out Risk,"Produced 128,676 units against committed 86,000 units. Closing -5,324 units. Green level 82,000 (-0.1x cover) — ⚠ Safety breach — replenish urgently.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,168000.0,128676.0,,,,,708000.0,,48000.0,,708000.0
SSWD-12mm,WP M01 B01 J1X (OEM),Regular,31200.0,31200.0,,31200.0,,100%,9000.0,68600.0,,,77600.0,MTS,22000.0,70.5%,55600.0,37833.33,17766.67,9200.0,9200.0,,,,8566.67,,,Short Delivery | Forecast Bullseye,"Dispatch 71% of committed (22,000 vs 31,200). MTS item — buffer stock + green level matters. Forecast hit dead-on (0% variance) — strong demand sensing. Action: recover shortfall of 9,200 units.",Production Surplus,"Produced 68,600 units against committed 31,200 units.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,51674.48,,60033.33,60033.33,,135700.0,,,,,,,
SSWD-12mm,WP M01 B01 J1X (OEM)1,Regular,2300.0,2300.0,,2300.0,,100%,,,,,,MTO,,0.0%,0.0,,,2300.0,,,,2300.0,,,,Short Delivery | Forecast Bullseye,"Dispatch 0% of committed (0 vs 2,300). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: recover shortfall of 2,300 units.",Production Shortfall,"Produced 0 units against committed 2,300 units. Shortfall of 2,300 units — expedite production or procure.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,2300.0,,33925.0,,,,,,,,
SSWD-12mm,WP M01 B01 J1X WH,Regular,50000.0,50000.0,,50000.0,,100%,,78998.0,57600.0,57600.0,78998.0,MTS,57600.0,115.2%,21398.0,59200.0,,,,,,,,,7600.0,Over-Delivered | Forecast Bullseye,"Dispatch 115% of committed (57,600 vs 50,000). MTS item — buffer stock + green level matters. Forecast hit dead-on (0% variance) — strong demand sensing. Action: review over-commit of 7,600 units.",Stock-Out Risk,"Produced 78,998 units against committed 50,000 units. Closing 21,398 units. Green level 59,200 (0.4x cover) — ⚠ Safety breach — replenish urgently.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,109200.0,78998.0,,,,,112100.0,,7600.0,,112100.0
SSWD-12mm,WP M01 B01 J1X WH1,Regular,92000.0,92000.0,,92000.0,,100%,,100000.0,101800.0,101800.0,100000.0,MTO,102000.0,110.9%,-2000.0,,,,,,,,8000.0,,10000.0,Over-Delivered | Forecast Bullseye,"Dispatch 111% of committed (102,000 vs 92,000). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: review over-commit of 10,000 units.",Over-Production,"Produced 100,000 units against committed 92,000 units. Red flag — produced 8,000 units more than ordered. Investigate planning breakdown.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,92000.0,92000.0,,,,,147500.0,,10000.0,,147500.0
SS304-2,WP M01 B01 J2 OEM,Regular,,,,,,,571.0,,,,571.0,MTO,,,571.0,,571.0,,,,,,,571.0,,Forecast Bullseye,Dispatch 0 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Unsold MTO Stock,Produced 0 units against committed 0 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,3844.7,,,,,,,,,,,
SSWD-12mm,WP M01 B01 J2 WH,Regular,16000.0,16000.0,,16000.0,,100%,,20550.0,21600.0,21600.0,20550.0,MTS,21600.0,135.0%,-1050.0,19333.33,,,,,,,,,5600.0,Over-Delivered | Forecast Bullseye,"Dispatch 135% of committed (21,600 vs 16,000). MTS item — buffer stock + green level matters. Forecast hit dead-on (0% variance) — strong demand sensing. Action: review over-commit of 5,600 units.",Stock-Out Risk,"Produced 20,550 units against committed 16,000 units. Closing -1,050 units. Green level 19,333 (-0.1x cover) — ⚠ Safety breach — replenish urgently.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,35333.33,20550.0,,,,,82600.0,,5600.0,,82600.0
SSWD-12mm Jumbo,WP M01 B01 J20 WH,Regular,,,,,,,,124.0,100.0,100.0,124.0,MTO,100.0,,24.0,,24.0,,,,,,124.0,,100.0,Forecast Bullseye,Dispatch 100 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: review over-commit of 100 units.,Over-Production,Produced 124 units against committed 0 units. Red flag — produced 124 units more than ordered. Investigate planning breakdown.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,,,,,,,3362.0,,100.0,,3362.0
SS304-2,WP M01 B01 J203A AIC,Regular,,,,,,,1313.0,,,,1313.0,MTO,,,1313.0,,1313.0,,,,,,,1313.0,,Forecast Bullseye,Dispatch 0 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Unsold MTO Stock,Produced 0 units against committed 0 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,18770.28,,,,,,,,,,,
SSWD-12mm Jumbo,WP M01 B01 J22 WH,Regular,,,,,,,,1750.0,200.0,200.0,1750.0,TBC,200.0,,1550.0,,1550.0,,,,,,1750.0,,200.0,Forecast Bullseye,Dispatch 200 units (no committed demand). Forecast hit dead-on (0% variance) — strong demand sensing. Action: review over-commit of 200 units.,Healthy Stock,"Produced 1,750 units against committed 0 units.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,,,,,,,6724.0,,200.0,,6724.0
SS304-2,WP M01 B01 J250A AI,Regular,,,,,,,150.0,,,,150.0,MTO,,,150.0,,150.0,,,,,,,150.0,,Forecast Bullseye,Dispatch 0 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Unsold MTO Stock,Produced 0 units against committed 0 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,4455.0,,,,,,,,,,,
SSWD-12mm Jumbo,WP M01 B01 J26 WH,Regular,,,,,,,,1000.0,100.0,100.0,1000.0,MTO,100.0,,900.0,,900.0,,,,,,1000.0,,100.0,Forecast Bullseye,Dispatch 100 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: review over-commit of 100 units.,Over-Production,"Produced 1,000 units against committed 0 units. Red flag — produced 1,000 units more than ordered. Investigate planning breakdown.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,,,,,,,3362.0,,100.0,,3362.0
SSWD-12mm,WP M01 B01 J2A (OEM),Regular,3900.0,3900.0,,3900.0,,100%,3211.0,1250.0,,,4461.0,MTO,,0.0%,4461.0,,4461.0,3900.0,3900.0,,,,561.0,,,Short Delivery | Forecast Bullseye,"Dispatch 0% of committed (0 vs 3,900). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: recover shortfall of 3,900 units.",Over-Production,"Produced 1,250 units against committed 3,900 units. Red flag — produced 561 units more than ordered. Investigate planning breakdown.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,3635.06,,689.0,689.0,,57525.0,,,,,,,
SSWD-12mm,WP M01 B01 J2A WH,Regular,51000.0,51000.0,,51000.0,,100%,,67250.0,82000.0,82000.0,67250.0,MTS,82000.0,160.8%,-14750.0,56833.33,,,,,,,,,31000.0,Over-Delivered | Forecast Bullseye,"Dispatch 161% of committed (82,000 vs 51,000). MTS item — buffer stock + green level matters. Forecast hit dead-on (0% variance) — strong demand sensing. Action: review over-commit of 31,000 units.",Stock-Out Risk,"Produced 67,250 units against committed 51,000 units. Closing -14,750 units. Green level 56,833 (-0.3x cover) — ⚠ Safety breach — replenish urgently.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,107833.33,67250.0,,,,,457250.0,,31000.0,,457250.0
SSWD-12mm,WP M01 B01 J2X (OEM),Regular,300.0,300.0,,300.0,,100%,1874.0,350.0,,300.0,1924.0,MTO,,0.0%,1924.0,,1924.0,300.0,300.0,,,,350.0,1574.0,,Short Delivery | Forecast Bullseye,Dispatch 0% of committed (0 vs 300). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: recover shortfall of 300 units.,Over-Production,Produced 350 units against committed 300 units. Red flag — produced 350 units more than ordered. Investigate planning breakdown.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,2708.06,12178.53,,,,4425.0,,,,,,,
SSWD-12mm,WP M01 B01 J2X (OEM)1,Regular,1400.0,1400.0,,1400.0,,100%,,,300.0,,300.0,MTO,300.0,21.4%,0.0,,,1100.0,,,,1100.0,,,,Short Delivery | Forecast Bullseye,"Dispatch 21% of committed (300 vs 1,400). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: recover shortfall of 1,100 units.",Production Shortfall,"Produced 0 units against committed 1,400 units. Shortfall of 1,100 units — expedite production or procure.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,1400.0,,16225.0,,,,,,,,
SSWD-12mm,WP M01 B01 J2X WH,Regular,62000.0,62000.0,,62000.0,,100%,,77550.0,72600.0,72600.0,77550.0,MTS,72800.0,117.4%,4750.0,71866.67,,,,,,,,,10800.0,Over-Delivered | Forecast Bullseye,"Dispatch 117% of committed (72,800 vs 62,000). MTS item — buffer stock + green level matters. Forecast hit dead-on (0% variance) — strong demand sensing. Action: review over-commit of 10,800 units.",Stock-Out Risk,"Produced 77,550 units against committed 62,000 units. Closing 4,750 units. Green level 71,867 (0.1x cover) — ⚠ Safety breach — replenish urgently.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,133866.67,77550.0,,,,,159300.0,,10800.0,,159300.0
SSWD-12mm,WP M01 B01 J2X WH1,Regular,21000.0,21000.0,,21000.0,,100%,,78700.0,57500.0,57500.0,78700.0,MTO,57500.0,273.8%,21200.0,,21200.0,,,,,,57700.0,,36500.0,Over-Delivered | Forecast Bullseye,"Dispatch 274% of committed (57,500 vs 21,000). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: review over-commit of 36,500 units.",Over-Production,"Produced 78,700 units against committed 21,000 units. Red flag — produced 57,700 units more than ordered. Investigate planning breakdown.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,21000.0,21000.0,,,,,538375.0,,36500.0,,538375.0
SSWD-12mm,WP M01 B01 J3 (OEM),Regular,10200.0,10200.0,,10200.0,,100%,9237.0,9050.0,,,18287.0,MTS,9000.0,88.2%,9287.0,5625.0,3662.0,1200.0,1200.0,,,,2462.0,,,Short Delivery | Forecast Bullseye,"Dispatch 88% of committed (9,000 vs 10,200). MTS item — buffer stock + green level matters. Forecast hit dead-on (0% variance) — strong demand sensing. Action: recover shortfall of 1,200 units.",Production Surplus,"Produced 9,050 units against committed 10,200 units.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,18405.44,,6588.0,6588.0,,17700.0,,,,,,,
SSWD-12mm,WP M01 B01 J3 WH,Regular,28000.0,28000.0,,28000.0,,100%,,34500.0,50000.0,50000.0,34500.0,MTS,50000.0,178.6%,-15500.0,31533.33,,,,,,,,,22000.0,Over-Delivered | Forecast Bullseye,"Dispatch 179% of committed (50,000 vs 28,000). MTS item — buffer stock + green level matters. Forecast hit dead-on (0% variance) — strong demand sensing. Action: review over-commit of 22,000 units.",Stock-Out Risk,"Produced 34,500 units against committed 28,000 units. Closing -15,500 units. Green level 31,533 (-0.5x cover) — ⚠ Safety breach — replenish urgently.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,59533.33,34500.0,,,,,324500.0,,22000.0,,324500.0
SSWD-12mm,WP M01 B01 J3X (OEM),Regular,1300.0,1300.0,,1300.0,,100%,2983.0,,,,2983.0,MTO,1000.0,76.9%,1983.0,,1983.0,300.0,300.0,,,,,1683.0,,Short Delivery | Forecast Bullseye,"Dispatch 77% of committed (1,000 vs 1,300). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: recover shortfall of 300 units.",Healthy Stock,"Produced 0 units against committed 1,300 units.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,13373.67,,,,4425.0,,,,,,,
SSWD-12mm,WP M01 B01 J3X WH,Regular,25000.0,25000.0,,25000.0,,100%,,39470.0,46220.0,46220.0,39470.0,MTS,46620.0,186.5%,-7150.0,30200.0,,,,,,,,,21620.0,Over-Delivered | Forecast Bullseye,"Dispatch 186% of committed (46,620 vs 25,000). MTS item — buffer stock + green level matters. Forecast hit dead-on (0% variance) — strong demand sensing. Action: review over-commit of 21,620 units.",Stock-Out Risk,"Produced 39,470 units against committed 25,000 units. Closing -7,150 units. Green level 30,200 (-0.2x cover) — ⚠ Safety breach — replenish urgently.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,55200.0,39470.0,,,,,318895.0,,21620.0,,318895.0
SSWD-12mm,WP M01 B01 J4 (OEM),Regular,2300.0,2300.0,,2300.0,,100%,34.0,,,,34.0,MTO,2300.0,100.0%,-2266.0,,,,,,,,,,,On Target | Forecast Bullseye,"Dispatch 100% of committed (2,300 vs 2,300). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.",Production Shortfall,"Produced 0 units against committed 2,300 units. Shortfall of 2,266 units — expedite production or procure.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,2266.0,,,,,,,,,,
SSWD-12mm,WP M01 B01 J4 WH,Regular,11000.0,11000.0,,11000.0,,100%,,14550.0,14400.0,14400.0,14550.0,MTS,16000.0,145.5%,-1450.0,10466.67,,,,,,,,,5000.0,Over-Delivered | Forecast Bullseye,"Dispatch 145% of committed (16,000 vs 11,000). MTS item — buffer stock + green level matters. Forecast hit dead-on (0% variance) — strong demand sensing. Action: review over-commit of 5,000 units.",Stock-Out Risk,"Produced 14,550 units against committed 11,000 units. Closing -1,450 units. Green level 10,467 (-0.1x cover) — ⚠ Safety breach — replenish urgently.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,21466.67,14550.0,,,,,73750.0,,5000.0,,73750.0
SSWD-12mm,WP M01 B01 J45A OEM,Regular,1800.0,1800.0,,1800.0,,100%,,,3.0,,3.0,MTO,3.0,0.2%,0.0,,,1797.0,,,,1797.0,,,,Short Delivery | Forecast Bullseye,"Dispatch 0% of committed (3 vs 1,800). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: recover shortfall of 1,797 units.",Production Shortfall,"Produced 0 units against committed 1,800 units. Shortfall of 1,797 units — expedite production or procure.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,1800.0,,26505.75,,,,,,,,
