Sales+Ops Demand Supply — Append1 (auto-computed),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Item Group,Item Code,Product Class,Original Forecast,Ops+Sales-Reviewed Forecast Committed,Ops Adjustment (vs Forecast),Actual Sales Demand,"Additional Demand (Punched, Not Committed)",Forecast Accuracy %,Opening Inventory,Actual Production,Stock Adjustment (Added),Stock Adjustment (Deducted),Total Available Inventory,Type (MTS/MTO),Actual Dispatch,Dispatch %,Closing Inventory,Green Level,Free Inventory (Above Green Level),Uncovered Shortfall,Dispatch Gap (Shippable from Stock),Shortfall on Additional Demand (Excluded from Ops),Demand Reduction Adjustment (Sales Pullback),Production-Driven Shortfall,Production Surplus,Excess Opening Stock (Above Demand+Safety),Excess Dispatched,Sales Insight Tag,Sales Narrative,Operations Insight Tag,Operations Narrative,Ops Capacity Gap Narrative,Surplus Production (₹),Excess Opening Stock Value (₹),Build Required,Production Counted,Production-Driven Shortfall (₹),Dispatch Gap (Shippable from Stock) (₹),Shortfall on Additional Demand (₹),Demand Reduction Adjustment (₹),Excess Dispatch Value (₹),Excess Dispatched from Op Stock,Excess Dispatch from Surplus Production,Excess Dispatch from Op Stock Value (₹),Excess Dispatch from Surplus Production Value (₹)
SLTB and HDSLTB,TS M02 B08 126 MRY,Regular,,,,,,,,3210.0,4200.0,4200.0,3210.0,MTO,,,3210.0,,3210.0,,,,,,3210.0,,,Forecast Bullseye,Dispatch 0 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Over-Production,"Produced 3,210 units against committed 0 units. Red flag — produced 3,210 units more than ordered. Investigate planning breakdown.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,,,,,,,,,,,
,TS M02 B08 136 CM,Regular,,,,,,,5.0,,,,5.0,TBC,,,5.0,,5.0,,,,,,,5.0,,Forecast Bullseye,Dispatch 0 units (no committed demand). Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Healthy Stock,Produced 0 units against committed 0 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,205.4,,,,,,,,,,,
SLTB and HDSLTB,TS M02 B08 138 CAT,Regular,765.0,765.0,,765.0,,100%,37.0,1290.0,,,1327.0,MTO,1275.0,166.7%,52.0,,52.0,,,,,,562.0,,510.0,Over-Delivered | Forecast Bullseye,"Dispatch 167% of committed (1,275 vs 765). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: review over-commit of 510 units.",Over-Production,"Produced 1,290 units against committed 765 units. Red flag — produced 562 units more than ordered. Investigate planning breakdown.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,28213.97,,728.0,728.0,,,,,19635.0,,510.0,,19635.0
SLTB and HDSLTB,TS M02 B08 142 CM,Regular,,,,,,,5.0,,,,5.0,MTO,,,5.0,,5.0,,,,,,,5.0,,Forecast Bullseye,Dispatch 0 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Unsold MTO Stock,Produced 0 units against committed 0 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,182.3,,,,,,,,,,,
SLTB 92   1mm,TS M02 B08 144 CAT,Regular,470.0,470.0,,470.0,,100%,55.0,,,,55.0,MTO,,0.0%,55.0,,55.0,470.0,55.0,,,415.0,,,,Short Delivery | Forecast Bullseye,Dispatch 0% of committed (0 vs 470). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: recover shortfall of 470 units.,Production Shortfall,Produced 0 units against committed 470 units. Shortfall of 415 units — expedite production or procure.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,415.0,,,,,,,,,,
SLTB 102,TS M02 B08 148 CAT,Regular,400.0,400.0,,400.0,,100%,121.0,,,,121.0,MTO,,0.0%,121.0,,121.0,400.0,121.0,,,279.0,,,,Short Delivery | Forecast Bullseye,Dispatch 0% of committed (0 vs 400). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: recover shortfall of 400 units.,Production Shortfall,Produced 0 units against committed 400 units. Shortfall of 279 units — expedite production or procure.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,279.0,,,,,,,,,,
SLTB and HDSLTB,TS M02 B08 150 CAT,Regular,,,,,,,67.0,990.0,,,1057.0,MTO,1000.0,,57.0,,57.0,,,,,,990.0,67.0,1000.0,Forecast Bullseye,"Dispatch 1,000 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: review over-commit of 1,000 units.",Over-Production,Produced 990 units against committed 0 units. Red flag — produced 990 units more than ordered. Investigate planning breakdown.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,52095.89,3525.68,,,,,,,38500.0,67.0,933.0,2579.5,35920.5
SLTB and HDSLTB,TS M02 B08 174 CAT,Regular,2400.0,2400.0,,2400.0,,100%,380.0,1490.0,,,1870.0,MTO,1500.0,62.5%,370.0,,370.0,900.0,370.0,,,530.0,,,,Short Delivery | Forecast Bullseye,"Dispatch 62% of committed (1,500 vs 2,400). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: recover shortfall of 900 units.",Production Shortfall,"Produced 1,490 units against committed 2,400 units. Shortfall of 530 units — expedite production or procure.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,2020.0,1490.0,20405.0,14245.0,,,,,,,
CAT SLTB,TS M02 B08 174 CAT1,Regular,1940.0,1940.0,,1940.0,,100%,296.0,1144.0,,,1440.0,MTO,1280.0,66.0%,160.0,,160.0,660.0,160.0,,,500.0,,,,Short Delivery | Forecast Bullseye,"Dispatch 66% of committed (1,280 vs 1,940). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: recover shortfall of 660 units.",Production Shortfall,"Produced 1,144 units against committed 1,940 units. Shortfall of 500 units — expedite production or procure.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,1644.0,1144.0,36525.0,11688.0,,,,,,,
SLTB and HDSLTB,TS M02 B08 174 MRY,Regular,,,,,,,,3902.0,3850.0,3850.0,3902.0,MTO,,,3902.0,,3902.0,,,,,,3902.0,,,Forecast Bullseye,Dispatch 0 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Over-Production,"Produced 3,902 units against committed 0 units. Red flag — produced 3,902 units more than ordered. Investigate planning breakdown.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,,,,,,,,,,,
SLTB and HDSLTB,TS M02 B08 30 CL,Regular,,,,,,,134.0,3000.0,3000.0,3000.0,3134.0,MTO,,,3134.0,,3134.0,,,,,,3000.0,134.0,,Forecast Bullseye,Dispatch 0 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Over-Production,"Produced 3,000 units against committed 0 units. Red flag — produced 3,000 units more than ordered. Investigate planning breakdown.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,70569.51,3152.1,,,,,,,,,,,
,TS M02 B08 312 CAT,Regular,,,,,,,5.0,,,,5.0,TBC,,,5.0,,5.0,,,,,,,5.0,,Forecast Bullseye,Dispatch 0 units (no committed demand). Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Healthy Stock,Produced 0 units against committed 0 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,755.0,,,,,,,,,,,
SLTB and HDSLTB,TS M02 B08 34 MRY1,Regular,,,,,,,,502.0,500.0,500.0,502.0,MTO,,,502.0,,502.0,,,,,,502.0,,,Forecast Bullseye,Dispatch 0 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Over-Production,Produced 502 units against committed 0 units. Red flag — produced 502 units more than ordered. Investigate planning breakdown.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,,,,,,,,,,,
SLTB and HDSLTB,TS M02 B08 38 MRY1,Regular,,,,,,,,483.0,500.0,500.0,483.0,MTO,,,483.0,,483.0,,,,,,483.0,,,Forecast Bullseye,Dispatch 0 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Over-Production,Produced 483 units against committed 0 units. Red flag — produced 483 units more than ordered. Investigate planning breakdown.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,,,,,,,,,,,
CAT SLTB,TS M02 B08 42 CAT,Regular,800.0,800.0,,800.0,,100%,45.0,560.0,,,605.0,MTO,580.0,72.5%,25.0,,25.0,220.0,25.0,,,195.0,,,,Short Delivery | Forecast Bullseye,Dispatch 72% of committed (580 vs 800). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: recover shortfall of 220 units.,Production Shortfall,Produced 560 units against committed 800 units. Shortfall of 195 units — expedite production or procure.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,755.0,560.0,14244.75,1826.25,,,,,,,
SLTB 92 B,TS M02 B08 44 FM,Regular,1100.0,1100.0,,1100.0,,100%,103.0,,,,103.0,MTO,,0.0%,103.0,,103.0,1100.0,103.0,,,997.0,,,,Short Delivery | Forecast Bullseye,"Dispatch 0% of committed (0 vs 1,100). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: recover shortfall of 1,100 units.",Production Shortfall,"Produced 0 units against committed 1,100 units. Shortfall of 997 units — expedite production or procure.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,997.0,,,,,,,,,,
SLTB and HDSLTB,TS M02 B08 46 MRY1,Regular,,,,,,,,484.0,500.0,500.0,484.0,MTO,,,484.0,,484.0,,,,,,484.0,,,Forecast Bullseye,Dispatch 0 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Over-Production,Produced 484 units against committed 0 units. Red flag — produced 484 units more than ordered. Investigate planning breakdown.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,,,,,,,,,,,
SLTB 92 B,TS M02 B08 50 FM,Regular,1800.0,1800.0,,1800.0,,100%,40.0,,,,40.0,MTO,,0.0%,40.0,,40.0,1800.0,40.0,,,1760.0,,,,Short Delivery | Forecast Bullseye,"Dispatch 0% of committed (0 vs 1,800). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: recover shortfall of 1,800 units.",Production Shortfall,"Produced 0 units against committed 1,800 units. Shortfall of 1,760 units — expedite production or procure.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,1760.0,,,,,,,,,,
SLTB and HDSLTB,TS M02 B08 54 MRY1,Regular,,,,,,,,502.0,500.0,500.0,502.0,MTO,,,502.0,,502.0,,,,,,502.0,,,Forecast Bullseye,Dispatch 0 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Over-Production,Produced 502 units against committed 0 units. Red flag — produced 502 units more than ordered. Investigate planning breakdown.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,,,,,,,,,,,
SLTB and HDSLTB,TS M02 B08 56 TC,Regular,,,,,,,10.0,200.0,,,210.0,MTO,,,210.0,,210.0,,,,,,200.0,10.0,,Forecast Bullseye,Dispatch 0 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Over-Production,Produced 200 units against committed 0 units. Red flag — produced 200 units more than ordered. Investigate planning breakdown.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,5400.0,270.0,,,,,,,,,,,
SLTB 92,TS M02 B08 58 FM,Regular,1200.0,1200.0,,1200.0,,100%,30.0,,,,30.0,MTO,,0.0%,30.0,,30.0,1200.0,30.0,,,1170.0,,,,Short Delivery | Forecast Bullseye,"Dispatch 0% of committed (0 vs 1,200). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: recover shortfall of 1,200 units.",Production Shortfall,"Produced 0 units against committed 1,200 units. Shortfall of 1,170 units — expedite production or procure.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,1170.0,,,,,,,,,,
SLTB and HDSLTB,TS M02 B08 62 MRY1,Regular,,,,,,,,500.0,500.0,500.0,500.0,MTO,,,500.0,,500.0,,,,,,500.0,,,Forecast Bullseye,Dispatch 0 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Over-Production,Produced 500 units against committed 0 units. Red flag — produced 500 units more than ordered. Investigate planning breakdown.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,,,,,,,,,,,
SLTB 92B   1mm,TS M02 B08 64 CAT,Regular,200.0,200.0,,200.0,,100%,131.0,,,,131.0,MTO,,0.0%,131.0,,131.0,200.0,131.0,,,69.0,,,,Short Delivery | Forecast Bullseye,Dispatch 0% of committed (0 vs 200). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: recover shortfall of 200 units.,Production Shortfall,Produced 0 units against committed 200 units. Shortfall of 69 units — expedite production or procure.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,69.0,,,,,,,,,,
SLTB and HDSLTB,TS M02 B08 70 MRY,Regular,,,,,,,,2596.0,18000.0,18000.0,2596.0,MTO,,,2596.0,,2596.0,,,,,,2596.0,,,Forecast Bullseye,Dispatch 0 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Over-Production,"Produced 2,596 units against committed 0 units. Red flag — produced 2,596 units more than ordered. Investigate planning breakdown.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,,,,,,,,,,,
SLTB and HDSLTB,TS M02 B08 70 MRY1,Regular,,,,,,,,502.0,500.0,500.0,502.0,MTO,,,502.0,,502.0,,,,,,502.0,,,Forecast Bullseye,Dispatch 0 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Over-Production,Produced 502 units against committed 0 units. Red flag — produced 502 units more than ordered. Investigate planning breakdown.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,,,,,,,,,,,
SLTB 92B   1mm,TS M02 B08 72 CAT,Regular,,,,,,,6.0,,,,6.0,MTO,,,6.0,,6.0,,,,,,,6.0,,Forecast Bullseye,Dispatch 0 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Unsold MTO Stock,Produced 0 units against committed 0 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,236.28,,,,,,,,,,,
SLTB 92,TS M02 B08 80 CAT,Regular,500.0,500.0,,500.0,,100%,55.0,,,,55.0,MTO,,0.0%,55.0,,55.0,500.0,55.0,,,445.0,,,,Short Delivery | Forecast Bullseye,Dispatch 0% of committed (0 vs 500). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: recover shortfall of 500 units.,Production Shortfall,Produced 0 units against committed 500 units. Shortfall of 445 units — expedite production or procure.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,445.0,,,,,,,,,,
SLTB 92,TS M02 B08 82 CAT,Regular,1400.0,1400.0,,1400.0,,100%,244.0,,,,244.0,MTO,,0.0%,244.0,,244.0,1400.0,244.0,,,1156.0,,,,Short Delivery | Forecast Bullseye,"Dispatch 0% of committed (0 vs 1,400). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: recover shortfall of 1,400 units.",Production Shortfall,"Produced 0 units against committed 1,400 units. Shortfall of 1,156 units — expedite production or procure.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,1156.0,,,,,,,,,,
SLTB and HDSLTB,TS M02 B08 82 CM,Regular,,,,,,,,15.0,,,15.0,MTO,10.0,,5.0,,5.0,,,,,,15.0,,10.0,Forecast Bullseye,Dispatch 10 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: review over-commit of 10 units.,Over-Production,Produced 15 units against committed 0 units. Red flag — produced 15 units more than ordered. Investigate planning breakdown.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,,,,,,,385.0,,10.0,,385.0
SLTB and HDSLTB,TS M02 B08 86 MRY1,Regular,,,,,,,,466.0,500.0,500.0,466.0,MTO,,,466.0,,466.0,,,,,,466.0,,,Forecast Bullseye,Dispatch 0 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Over-Production,Produced 466 units against committed 0 units. Red flag — produced 466 units more than ordered. Investigate planning breakdown.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,,,,,,,,,,,
SLTB and HDSLTB,TS M02 B08 88 WH,Regular,,,,,,,,5.0,,,5.0,TBC,,,5.0,,5.0,,,,,,5.0,,,Forecast Bullseye,Dispatch 0 units (no committed demand). Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Healthy Stock,Produced 5 units against committed 0 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,,,,,,,,,,,
SLTB and HDSLTB,TS M02 B08 91.2 MRY,Regular,,,,,,,,4350.0,20000.0,20000.0,4350.0,MTO,,,4350.0,,4350.0,,,,,,4350.0,,,Forecast Bullseye,Dispatch 0 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Over-Production,"Produced 4,350 units against committed 0 units. Red flag — produced 4,350 units more than ordered. Investigate planning breakdown.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,,,,,,,,,,,
SLTB and HDSLTB,TS M02 B08 91.2 MRY1,Regular,,,,,,,,500.0,500.0,500.0,500.0,MTO,,,500.0,,500.0,,,,,,500.0,,,Forecast Bullseye,Dispatch 0 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Over-Production,Produced 500 units against committed 0 units. Red flag — produced 500 units more than ordered. Investigate planning breakdown.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,,,,,,,,,,,
SLTB and HDSLTB,TS M05 B08 102,Regular,1100.0,1100.0,,1100.0,,100%,89.0,1500.0,,,1589.0,MTO,1500.0,136.4%,89.0,,89.0,,,,,,489.0,,400.0,Over-Delivered | Forecast Bullseye,"Dispatch 136% of committed (1,500 vs 1,100). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: review over-commit of 400 units.",Over-Production,"Produced 1,500 units against committed 1,100 units. Red flag — produced 489 units more than ordered. Investigate planning breakdown.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,10706.25,,1011.0,1011.0,,,,,15400.0,,400.0,,15400.0
SLTB 92,TS M05 B08 102 (W/J),Regular,,,,,,,200.0,,,,200.0,MTO,,,200.0,,200.0,,,,,,,200.0,,Forecast Bullseye,Dispatch 0 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Unsold MTO Stock,Produced 0 units against committed 0 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,6753.84,,,,,,,,,,,
SLTB and HDSLTB,TS M05 B08 102 TTR,Regular,600.0,600.0,,600.0,,100%,952.0,,,,952.0,MTO,900.0,150.0%,52.0,,52.0,,,,,,,352.0,300.0,Over-Delivered | Forecast Bullseye,Dispatch 150% of committed (900 vs 600). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: review over-commit of 300 units.,Unsold MTO Stock,Produced 0 units against committed 600 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,7780.74,,,,,,,11550.0,300.0,,11550.0,
